elapsed_ms,power_percent,heater_on,temperature_c,status
1795200,100,1,116.7,RUN
1805400,100,1,117.1,RUN
1815600,100,1,117.4,RUN
1825800,100,1,117.9,RUN
1836000,100,1,118.5,RUN
1846200,100,1,118.9,RUN
1856400,100,1,119.3,RUN
1866600,100,1,119.7,RUN
1876800,100,1,120.2,RUN
1887000,100,1,120.6,RUN
1897200,100,1,121.0,RUN
1907400,100,1,121.3,RUN
1917600,100,1,121.6,RUN
1927800,100,1,122.0,RUN
1938000,100,1,122.2,RUN
1948200,100,1,122.5,RUN
1958400,100,1,123.0,RUN
1968600,100,1,123.3,RUN
1978800,100,1,123.7,RUN
1989000,100,1,124.3,RUN
1999200,100,1,125.0,RUN
2009400,100,1,125.6,RUN
2019600,100,1,126.2,RUN
2029800,100,1,126.6,RUN
2040000,100,1,127.3,RUN
2050200,100,1,127.7,RUN
2060400,100,1,127.9,RUN
2070600,100,1,128.3,RUN
2080800,100,1,128.6,RUN
2091000,100,1,129.1,RUN
2100000,100,1,129.3,DONE
