elapsed_ms,power_percent,heater_on,temperature_c,status
836400,40,0,51.5,RUN
846600,40,0,51.6,RUN
856800,40,0,51.7,RUN
867000,40,0,52.0,RUN
877200,40,0,52.3,RUN
887400,40,0,52.6,RUN
897600,40,0,52.7,RUN
907800,40,0,53.1,RUN
918000,40,0,53.3,RUN
928200,40,0,53.6,RUN
938400,40,0,53.6,RUN
948600,40,0,53.8,RUN
958800,40,0,54.0,RUN
969000,40,0,54.3,RUN
979200,40,0,54.5,RUN
989400,40,0,54.6,RUN
999600,40,0,54.8,RUN
1009800,40,0,55.2,RUN
1020000,40,1,55.4,RUN
1030200,40,1,55.6,RUN
1040400,40,1,55.8,RUN
1050600,40,1,55.9,RUN
1060800,40,1,56.1,RUN
1071000,40,1,56.5,RUN
1081200,40,1,57.0,RUN
1091400,40,1,57.2,RUN
1101600,40,1,57.3,RUN
1111800,40,1,57.5,RUN
1122000,40,1,57.6,RUN
1132200,40,1,57.8,RUN
1142400,40,1,58.1,RUN
1152600,40,1,58.5,RUN
1162800,40,1,58.7,RUN
1173000,40,1,59.0,RUN
1183200,40,1,59.2,RUN
1193400,40,1,59.3,RUN
1203600,40,1,59.6,RUN
1213800,40,1,59.7,RUN
1224000,40,0,60.0,RUN
1234200,40,0,60.2,RUN
1244400,40,0,60.4,RUN
1254600,40,0,60.5,RUN
1264800,40,0,60.6,RUN
1275000,40,0,60.9,RUN
1285200,40,0,61.0,RUN
1295400,40,0,61.4,RUN
1305600,40,0,61.6,RUN
1315800,40,0,61.8,RUN
1326000,40,0,61.9,RUN
1336200,40,0,62.2,RUN
1346400,40,0,62.4,RUN
1356600,40,0,62.6,RUN
1366800,40,0,62.8,RUN
1377000,40,0,63.0,RUN
1387200,40,0,63.1,RUN
1397400,40,0,63.3,RUN
1407600,40,0,63.5,RUN
1417800,40,0,63.7,RUN
1428000,40,0,63.9,RUN
1438200,40,0,64.1,RUN
1448400,40,0,64.4,RUN
1458600,40,0,64.8,RUN
1468800,40,0,65.1,RUN
1479000,40,0,65.1,RUN
1489200,40,0,65.2,RUN
1499400,40,0,65.4,RUN
1509600,40,0,65.7,RUN
1519800,40,0,65.9,RUN
1530000,40,1,66.1,RUN
1540200,40,1,66.4,RUN
1550400,40,1,66.4,RUN
1560600,40,1,66.5,RUN
1570800,40,1,66.7,RUN
1581000,40,1,66.8,RUN
1591200,40,1,66.9,RUN
1601400,40,1,67.2,RUN
1611600,40,1,67.5,RUN
1621800,40,1,67.7,RUN
1632000,40,1,67.8,RUN
1642200,40,1,68.2,RUN
1652400,40,1,68.3,RUN
1662600,40,1,68.5,RUN
1672800,40,1,68.8,RUN
1683000,40,1,68.8,RUN
1693200,40,1,68.9,RUN
1703400,40,1,69.1,RUN
1713600,40,1,69.2,RUN
1723800,40,1,69.5,RUN
1734000,40,0,69.7,RUN
1744200,40,0,70.1,RUN
1754400,40,0,70.3,RUN
1764600,40,0,70.5,RUN
1774800,40,0,70.6,RUN
1785000,40,0,70.8,RUN
1795200,40,0,71.1,RUN
1805400,40,0,71.4,RUN
1815600,40,0,71.4,RUN
1825800,40,0,71.5,RUN
1836000,40,0,71.8,RUN
1846200,40,0,71.9,RUN
1856400,40,0,72.2,RUN
1866600,40,0,72.3,RUN
1876800,40,0,72.5,RUN
1887000,40,0,72.8,RUN
1897200,40,0,73.0,RUN
1907400,40,0,73.0,RUN
1917600,40,0,73.1,RUN
1927800,40,0,73.4,RUN
1938000,40,0,73.7,RUN
1948200,40,0,73.8,RUN
1958400,40,0,73.8,RUN
1968600,40,0,73.8,RUN
1978800,40,0,74.0,RUN
1989000,40,0,74.1,RUN
1999200,40,0,74.5,RUN
2009400,40,0,74.6,RUN
2019600,40,0,74.8,RUN
2029800,40,0,75.1,RUN
2040000,40,1,75.3,RUN
2050200,40,1,75.4,RUN
2060400,40,1,75.4,RUN
2070600,40,1,75.6,RUN
2080800,40,1,75.8,RUN
2091000,40,1,75.8,RUN
2100000,40,0,76.1,DONE
